-24.89994997 -0.00061422 -0.00000965 	-24.89994997 -0.00036049 -0.00000518	-24.89994997 -0.00058382 -0.00000912 	-24.89994997 -0.00162818 -0.00002756 
-20.92296148 -0.00077485 -0.00001523 	-20.92296148 -0.00044558 -0.00000799	-20.92296148 -0.00073540 -0.00001436 	-20.92296148 -0.00209070 -0.00004416 
-20.89794897 -0.00077612 -0.00001528 	-20.89794897 -0.00044625 -0.00000803	-20.89794897 -0.00073660 -0.00001442 	-20.89794897 -0.00209438 -0.00004428 
-20.87293647 -0.00077739 -0.00001533 	-20.87293647 -0.00044689 -0.00000805	-20.87293647 -0.00073778 -0.00001446 	-20.87293647 -0.00209808 -0.00004444 
-20.84792396 -0.00077868 -0.00001537 	-20.84792396 -0.00044758 -0.00000806	-20.84792396 -0.00073900 -0.00001450 	-20.84792396 -0.00210178 -0.00004460 
-20.82291146 -0.00077996 -0.00001542 	-20.82291146 -0.00044824 -0.00000811	-20.82291146 -0.00074020 -0.00001456 	-20.82291146 -0.00210550 -0.00004474 
-20.79789895 -0.00078124 -0.00001547 	-20.79789895 -0.00044893 -0.00000812	-20.79789895 -0.00074142 -0.00001460 	-20.79789895 -0.00210924 -0.00004488 
-20.77288644 -0.00078253 -0.00001552 	-20.77288644 -0.00044961 -0.00000814	-20.77288644 -0.00074264 -0.00001464 	-20.77288644 -0.00211298 -0.00004504 
-20.74787394 -0.00078383 -0.00001558 	-20.74787394 -0.00045028 -0.00000818	-20.74787394 -0.00074386 -0.00001470 	-20.74787394 -0.00211674 -0.00004520 
-20.72286143 -0.00078513 -0.00001563 	-20.72286143 -0.00045098 -0.00000820	-20.72286143 -0.00074510 -0.00001474 	-20.72286143 -0.00212050 -0.00004534 
-20.69784892 -0.00078643 -0.00001567 	-20.69784892 -0.00045168 -0.00000821	-20.69784892 -0.00074634 -0.00001478 	-20.69784892 -0.00212430 -0.00004550 
-20.67283642 -0.00078775 -0.00001573 	-20.67283642 -0.00045232 -0.00000825	-20.67283642 -0.00074754 -0.00001484 	-20.67283642 -0.00212810 -0.00004566 
-20.64782391 -0.00078905 -0.00001579 	-20.64782391 -0.00045304 -0.00000827	-20.64782391 -0.00074880 -0.00001488 	-20.64782391 -0.00213190 -0.00004580 
-20.62281141 -0.00079037 -0.00001583 	-20.62281141 -0.00045373 -0.00000828	-20.62281141 -0.00075004 -0.00001492 	-20.62281141 -0.00213572 -0.00004596 
-20.59779890 -0.00079169 -0.00001589 	-20.59779890 -0.00045441 -0.00000832	-20.59779890 -0.00075128 -0.00001498 	-20.59779890 -0.00213954 -0.00004612 
-20.57278639 -0.00079302 -0.00001593 	-20.57278639 -0.00045512 -0.00000836	-20.57278639 -0.00075254 -0.00001504 	-20.57278639 -0.00214340 -0.00004626 
-20.54777389 -0.00079435 -0.00001600 	-20.54777389 -0.00045580 -0.00000837	-20.54777389 -0.00075378 -0.00001508 	-20.54777389 -0.00214726 -0.00004644 
-20.52276138 -0.00079569 -0.00001604 	-20.52276138 -0.00045650 -0.00000842	-20.52276138 -0.00075504 -0.00001514 	-20.52276138 -0.00215114 -0.00004658 
-20.49774887 -0.00079702 -0.00001610 	-20.49774887 -0.00045719 -0.00000841	-20.49774887 -0.00075630 -0.00001516 	-20.49774887 -0.00215504 -0.00004674 
-20.47273637 -0.00079836 -0.00001614 	-20.47273637 -0.00045789 -0.00000845	-20.47273637 -0.00075756 -0.00001522 	-20.47273637 -0.00215892 -0.00004690 
-20.44772386 -0.00079971 -0.00001620 	-20.44772386 -0.00045861 -0.00000846	-20.44772386 -0.00075884 -0.00001526 	-20.44772386 -0.00216284 -0.00004706 
-20.42271136 -0.00080107 -0.00001625 	-20.42271136 -0.00045930 -0.00000850	-20.42271136 -0.00076010 -0.00001532 	-20.42271136 -0.00216676 -0.00004722 
-20.39769885 -0.00080243 -0.00001631 	-20.39769885 -0.00046003 -0.00000854	-20.39769885 -0.00076140 -0.00001538 	-20.39769885 -0.00217070 -0.00004738 
-20.37268634 -0.00080378 -0.00001637 	-20.37268634 -0.00046075 -0.00000857	-20.37268634 -0.00076268 -0.00001544 	-20.37268634 -0.00217464 -0.00004756 
-20.34767384 -0.00080515 -0.00001642 	-20.34767384 -0.00046145 -0.00000859	-20.34767384 -0.00076396 -0.00001548 	-20.34767384 -0.00217862 -0.00004770 
-20.32266133 -0.00080652 -0.00001648 	-20.32266133 -0.00046217 -0.00000860	-20.32266133 -0.00076526 -0.00001552 	-20.32266133 -0.00218262 -0.00004786 
-20.29764882 -0.00080789 -0.00001653 	-20.29764882 -0.00046290 -0.00000864	-20.29764882 -0.00076656 -0.00001558 	-20.29764882 -0.00218660 -0.00004802 
-20.27263632 -0.00080926 -0.00001658 	-20.27263632 -0.00046360 -0.00000868	-20.27263632 -0.00076784 -0.00001564 	-20.27263632 -0.00219060 -0.00004820 
-20.24762381 -0.00081065 -0.00001664 	-20.24762381 -0.00046433 -0.00000869	-20.24762381 -0.00076916 -0.00001568 	-20.24762381 -0.00219464 -0.00004836 
-20.22261131 -0.00081205 -0.00001669 	-20.22261131 -0.00046505 -0.00000873	-20.22261131 -0.00077046 -0.00001574 	-20.22261131 -0.00219866 -0.00004854 
-20.19759880 -0.00081344 -0.00001675 	-20.19759880 -0.00046579 -0.00000876	-20.19759880 -0.00077178 -0.00001580 	-20.19759880 -0.00220272 -0.00004870 
-20.17258629 -0.00081483 -0.00001680 	-20.17258629 -0.00046652 -0.00000877	-20.17258629 -0.00077310 -0.00001584 	-20.17258629 -0.00220678 -0.00004888 
-20.14757379 -0.00081623 -0.00001688 	-20.14757379 -0.00046725 -0.00000881	-20.14757379 -0.00077442 -0.00001590 	-20.14757379 -0.00221086 -0.00004904 
-20.12256128 -0.00081764 -0.00001692 	-20.12256128 -0.00046798 -0.00000882	-20.12256128 -0.00077574 -0.00001594 	-20.12256128 -0.00221496 -0.00004922 
-20.09754877 -0.00081906 -0.00001698 	-20.09754877 -0.00046873 -0.00000886	-20.09754877 -0.00077708 -0.00001600 	-20.09754877 -0.00221906 -0.00004938 
-20.07253627 -0.00082047 -0.00001704 	-20.07253627 -0.00046945 -0.00000890	-20.07253627 -0.00077840 -0.00001606 	-20.07253627 -0.00222318 -0.00004954 
-20.04752376 -0.00082189 -0.00001710 	-20.04752376 -0.00047022 -0.00000891	-20.04752376 -0.00077976 -0.00001610 	-20.04752376 -0.00222730 -0.00004974 
-20.02251126 -0.00082332 -0.00001716 	-20.02251126 -0.00047095 -0.00000894	-20.02251126 -0.00078110 -0.00001616 	-20.02251126 -0.00223146 -0.00004992 
-19.99749875 -0.00082476 -0.00001721 	-19.99749875 -0.00047169 -0.00000898	-19.99749875 -0.00078244 -0.00001622 	-19.99749875 -0.00223562 -0.00005008 
-19.97248624 -0.00082619 -0.00001728 	-19.97248624 -0.00047244 -0.00000902	-19.97248624 -0.00078380 -0.00001628 	-19.97248624 -0.00223982 -0.00005024 
-19.94747374 -0.00082762 -0.00001732 	-19.94747374 -0.00047320 -0.00000905	-19.94747374 -0.00078516 -0.00001634 	-19.94747374 -0.00224400 -0.00005044 
-19.92246123 -0.00082909 -0.00001739 	-19.92246123 -0.00047395 -0.00000909	-19.92246123 -0.00078652 -0.00001640 	-19.92246123 -0.00224822 -0.00005060 
-19.89744872 -0.00083053 -0.00001745 	-19.89744872 -0.00047472 -0.00000912	-19.89744872 -0.00078790 -0.00001646 	-19.89744872 -0.00225244 -0.00005078 
-19.87243622 -0.00083197 -0.00001751 	-19.87243622 -0.00047547 -0.00000913	-19.87243622 -0.00078926 -0.00001650 	-19.87243622 -0.00225668 -0.00005096 
-19.84742371 -0.00083345 -0.00001757 	-19.84742371 -0.00047623 -0.00000917	-19.84742371 -0.00079064 -0.00001656 	-19.84742371 -0.00226092 -0.00005114 
-19.82241121 -0.00083490 -0.00001763 	-19.82241121 -0.00047702 -0.00000920	-19.82241121 -0.00079204 -0.00001662 	-19.82241121 -0.00226520 -0.00005134 
-19.79739870 -0.00083638 -0.00001770 	-19.79739870 -0.00047775 -0.00000921	-19.79739870 -0.00079340 -0.00001666 	-19.79739870 -0.00226948 -0.00005150 
-19.77238619 -0.00083786 -0.00001774 	-19.77238619 -0.00047853 -0.00000924	-19.77238619 -0.00079480 -0.00001672 	-19.77238619 -0.00227378 -0.00005168 
-19.74737369 -0.00083934 -0.00001781 	-19.74737369 -0.00047931 -0.00000930	-19.74737369 -0.00079620 -0.00001680 	-19.74737369 -0.00227808 -0.00005188 
-19.72236118 -0.00084082 -0.00001788 	-19.72236118 -0.00048009 -0.00000933	-19.72236118 -0.00079760 -0.00001686 	-19.72236118 -0.00228242 -0.00005206 
-19.69734867 -0.00084233 -0.00001794 	-19.69734867 -0.00048086 -0.00000934	-19.69734867 -0.00079900 -0.00001690 	-19.69734867 -0.00228676 -0.00005226 
-19.67233617 -0.00084382 -0.00001800 	-19.67233617 -0.00048165 -0.00000937	-19.67233617 -0.00080042 -0.00001696 	-19.67233617 -0.00229112 -0.00005244 
-19.64732366 -0.00084532 -0.00001806 	-19.64732366 -0.00048241 -0.00000941	-19.64732366 -0.00080182 -0.00001702 	-19.64732366 -0.00229550 -0.00005262 
-19.62231116 -0.00084683 -0.00001813 	-19.62231116 -0.00048319 -0.00000944	-19.62231116 -0.00080324 -0.00001708 	-19.62231116 -0.00229990 -0.00005282 
-19.59729865 -0.00084833 -0.00001820 	-19.59729865 -0.00048400 -0.00000947	-19.59729865 -0.00080468 -0.00001714 	-19.59729865 -0.00230430 -0.00005302 
-19.57228614 -0.00084986 -0.00001826 	-19.57228614 -0.00048480 -0.00000951	-19.57228614 -0.00080612 -0.00001720 	-19.57228614 -0.00230872 -0.00005318 
-19.54727364 -0.00085137 -0.00001832 	-19.54727364 -0.00048558 -0.00000953	-19.54727364 -0.00080754 -0.00001726 	-19.54727364 -0.00231316 -0.00005340 
-19.52226113 -0.00085291 -0.00001839 	-19.52226113 -0.00048637 -0.00000959	-19.52226113 -0.00080898 -0.00001734 	-19.52226113 -0.00231762 -0.00005360 
-19.49724862 -0.00085445 -0.00001845 	-19.49724862 -0.00048719 -0.00000962	-19.49724862 -0.00081044 -0.00001740 	-19.49724862 -0.00232208 -0.00005378 
-19.47223612 -0.00085599 -0.00001851 	-19.47223612 -0.00048798 -0.00000963	-19.47223612 -0.00081188 -0.00001744 	-19.47223612 -0.00232658 -0.00005398 
-19.44722361 -0.00085752 -0.00001857 	-19.44722361 -0.00048879 -0.00000968	-19.44722361 -0.00081334 -0.00001752 	-19.44722361 -0.00233108 -0.00005416 
-19.42221111 -0.00085908 -0.00001865 	-19.42221111 -0.00048959 -0.00000969	-19.42221111 -0.00081480 -0.00001756 	-19.42221111 -0.00233560 -0.00005436 
-19.39719860 -0.00086063 -0.00001871 	-19.39719860 -0.00049042 -0.00000972	-19.39719860 -0.00081628 -0.00001762 	-19.39719860 -0.00234014 -0.00005456 
-19.37218609 -0.00086220 -0.00001877 	-19.37218609 -0.00049121 -0.00000978	-19.37218609 -0.00081774 -0.00001770 	-19.37218609 -0.00234470 -0.00005476 
-19.34717359 -0.00086376 -0.00001885 	-19.34717359 -0.00049204 -0.00000981	-19.34717359 -0.00081922 -0.00001776 	-19.34717359 -0.00234926 -0.00005496 
-19.32216108 -0.00086533 -0.00001890 	-19.32216108 -0.00049285 -0.00000984	-19.32216108 -0.00082070 -0.00001782 	-19.32216108 -0.00235384 -0.00005516 
-19.29714857 -0.00086691 -0.00001897 	-19.29714857 -0.00049366 -0.00000986	-19.29714857 -0.00082218 -0.00001788 	-19.29714857 -0.00235846 -0.00005538 
-19.27213607 -0.00086849 -0.00001905 	-19.27213607 -0.00049449 -0.00000990	-19.27213607 -0.00082368 -0.00001794 	-19.27213607 -0.00236308 -0.00005556 
-19.24712356 -0.00087008 -0.00001911 	-19.24712356 -0.00049532 -0.00000995	-19.24712356 -0.00082518 -0.00001802 	-19.24712356 -0.00236772 -0.00005578 
-19.22211106 -0.00087167 -0.00001919 	-19.22211106 -0.00049615 -0.00000997	-19.22211106 -0.00082668 -0.00001808 	-19.22211106 -0.00237236 -0.00005600 
-19.19709855 -0.00087329 -0.00001926 	-19.19709855 -0.00049700 -0.00001000	-19.19709855 -0.00082820 -0.00001814 	-19.19709855 -0.00237704 -0.00005620 
-19.17208604 -0.00087489 -0.00001932 	-19.17208604 -0.00049784 -0.00001006	-19.17208604 -0.00082972 -0.00001822 	-19.17208604 -0.00238172 -0.00005640 
-19.14707354 -0.00087650 -0.00001941 	-19.14707354 -0.00049865 -0.00001008	-19.14707354 -0.00083122 -0.00001828 	-19.14707354 -0.00238644 -0.00005662 
-19.12206103 -0.00087812 -0.00001946 	-19.12206103 -0.00049951 -0.00001011	-19.12206103 -0.00083276 -0.00001834 	-19.12206103 -0.00239116 -0.00005684 
-19.09704852 -0.00087974 -0.00001953 	-19.09704852 -0.00050034 -0.00001014	-19.09704852 -0.00083428 -0.00001840 	-19.09704852 -0.00239590 -0.00005704 
-19.07203602 -0.00088138 -0.00001961 	-19.07203602 -0.00050119 -0.00001019	-19.07203602 -0.00083582 -0.00001848 	-19.07203602 -0.00240066 -0.00005724 
-19.04702351 -0.00088301 -0.00001967 	-19.04702351 -0.00050204 -0.00001024	-19.04702351 -0.00083736 -0.00001856 	-19.04702351 -0.00240544 -0.00005746 
-19.02201101 -0.00088465 -0.00001975 	-19.02201101 -0.00050291 -0.00001024	-19.02201101 -0.00083892 -0.00001860 	-19.02201101 -0.00241022 -0.00005768 
-18.99699850 -0.00088631 -0.00001982 	-18.99699850 -0.00050375 -0.00001029	-18.99699850 -0.00084046 -0.00001868 	-18.99699850 -0.00241504 -0.00005790 
-18.97198599 -0.00088796 -0.00001989 	-18.97198599 -0.00050461 -0.00001035	-18.97198599 -0.00084202 -0.00001876 	-18.97198599 -0.00241988 -0.00005810 
-18.94697349 -0.00088961 -0.00001996 	-18.94697349 -0.00050547 -0.00001037	-18.94697349 -0.00084358 -0.00001882 	-18.94697349 -0.00242472 -0.00005832 
-18.92196098 -0.00089128 -0.00002004 	-18.92196098 -0.00050635 -0.00001042	-18.92196098 -0.00084516 -0.00001890 	-18.92196098 -0.00242958 -0.00005854 
-18.89694847 -0.00089296 -0.00002011 	-18.89694847 -0.00050719 -0.00001045	-18.89694847 -0.00084672 -0.00001896 	-18.89694847 -0.00243448 -0.00005876 
-18.87193597 -0.00089463 -0.00002019 	-18.87193597 -0.00050809 -0.00001049	-18.87193597 -0.00084832 -0.00001904 	-18.87193597 -0.00243938 -0.00005900 
-18.84692346 -0.00089631 -0.00002026 	-18.84692346 -0.00050895 -0.00001052	-18.84692346 -0.00084990 -0.00001910 	-18.84692346 -0.00244430 -0.00005922 
-18.82191096 -0.00089801 -0.00002035 	-18.82191096 -0.00050981 -0.00001055	-18.82191096 -0.00085148 -0.00001916 	-18.82191096 -0.00244924 -0.00005944 
-18.79689845 -0.00089971 -0.00002042 	-18.79689845 -0.00051070 -0.00001057	-18.79689845 -0.00085308 -0.00001922 	-18.79689845 -0.00245420 -0.00005966 
-18.77188594 -0.00090141 -0.00002049 	-18.77188594 -0.00051160 -0.00001062	-18.77188594 -0.00085470 -0.00001930 	-18.77188594 -0.00245918 -0.00005988 
-18.74687344 -0.00090312 -0.00002057 	-18.74687344 -0.00051247 -0.00001067	-18.74687344 -0.00085630 -0.00001938 	-18.74687344 -0.00246418 -0.00006012 
-18.72186093 -0.00090484 -0.00002064 	-18.72186093 -0.00051339 -0.00001069	-18.72186093 -0.00085794 -0.00001944 	-18.72186093 -0.00246920 -0.00006036 
-18.69684842 -0.00090655 -0.00002073 	-18.69684842 -0.00051425 -0.00001074	-18.69684842 -0.00085954 -0.00001952 	-18.69684842 -0.00247424 -0.00006060 
-18.67183592 -0.00090828 -0.00002080 	-18.67183592 -0.00051516 -0.00001079	-18.67183592 -0.00086118 -0.00001960 	-18.67183592 -0.00247930 -0.00006082 
-18.64682341 -0.00091002 -0.00002087 	-18.64682341 -0.00051607 -0.00001081	-18.64682341 -0.00086282 -0.00001966 	-18.64682341 -0.00248436 -0.00006106 
-18.62181091 -0.00091175 -0.00002095 	-18.62181091 -0.00051695 -0.00001085	-18.62181091 -0.00086444 -0.00001974 	-18.62181091 -0.00248946 -0.00006130 
-18.59679840 -0.00091351 -0.00002104 	-18.59679840 -0.00051787 -0.00001090	-18.59679840 -0.00086610 -0.00001982 	-18.59679840 -0.00249456 -0.00006152 
-18.57178589 -0.00091527 -0.00002111 	-18.57178589 -0.00051878 -0.00001095	-18.57178589 -0.00086776 -0.00001990 	-18.57178589 -0.00249972 -0.00006176 
-18.54677339 -0.00091703 -0.00002120 	-18.54677339 -0.00051970 -0.00001097	-18.54677339 -0.00086942 -0.00001996 	-18.54677339 -0.00250486 -0.00006200 
-18.52176088 -0.00091880 -0.00002127 	-18.52176088 -0.00052060 -0.00001102	-18.52176088 -0.00087108 -0.00002004 	-18.52176088 -0.00251004 -0.00006224 
-18.49674837 -0.00092057 -0.00002135 	-18.49674837 -0.00052153 -0.00001106	-18.49674837 -0.00087276 -0.00002012 	-18.49674837 -0.00251524 -0.00006248 
-18.47173587 -0.00092234 -0.00002144 	-18.47173587 -0.00052246 -0.00001111	-18.47173587 -0.00087444 -0.00002020 	-18.47173587 -0.00252044 -0.00006272 
-18.44672336 -0.00092413 -0.00002152 	-18.44672336 -0.00052338 -0.00001113	-18.44672336 -0.00087612 -0.00002026 	-18.44672336 -0.00252568 -0.00006296 
-18.42171086 -0.00092594 -0.00002160 	-18.42171086 -0.00052429 -0.00001119	-18.42171086 -0.00087780 -0.00002036 	-18.42171086 -0.00253094 -0.00006322 
-18.39669835 -0.00092774 -0.00002167 	-18.39669835 -0.00052523 -0.00001124	-18.39669835 -0.00087950 -0.00002044 	-18.39669835 -0.00253620 -0.00006346 
-18.37168584 -0.00092954 -0.00002176 	-18.37168584 -0.00052616 -0.00001126	-18.37168584 -0.00088120 -0.00002050 	-18.37168584 -0.00254150 -0.00006370 
-18.34667334 -0.00093137 -0.00002184 	-18.34667334 -0.00052711 -0.00001130	-18.34667334 -0.00088292 -0.00002058 	-18.34667334 -0.00254682 -0.00006396 
-18.32166083 -0.00093319 -0.00002193 	-18.32166083 -0.00052806 -0.00001135	-18.32166083 -0.00088464 -0.00002066 	-18.32166083 -0.00255216 -0.00006420 
-18.29664832 -0.00093501 -0.00002202 	-18.29664832 -0.00052900 -0.00001139	-18.29664832 -0.00088636 -0.00002074 	-18.29664832 -0.00255752 -0.00006446 
-18.27163582 -0.00093685 -0.00002210 	-18.27163582 -0.00052994 -0.00001143	-18.27163582 -0.00088808 -0.00002082 	-18.27163582 -0.00256290 -0.00006472 
-18.24662331 -0.00093870 -0.00002218 	-18.24662331 -0.00053089 -0.00001148	-18.24662331 -0.00088982 -0.00002090 	-18.24662331 -0.00256830 -0.00006496 
-18.22161081 -0.00094055 -0.00002226 	-18.22161081 -0.00053185 -0.00001152	-18.22161081 -0.00089156 -0.00002098 	-18.22161081 -0.00257372 -0.00006524 
-18.19659830 -0.00094240 -0.00002236 	-18.19659830 -0.00053284 -0.00001156	-18.19659830 -0.00089334 -0.00002106 	-18.19659830 -0.00257916 -0.00006548 
-18.17158579 -0.00094428 -0.00002244 	-18.17158579 -0.00053379 -0.00001160	-18.17158579 -0.00089508 -0.00002114 	-18.17158579 -0.00258462 -0.00006576 
-18.14657329 -0.00094614 -0.00002252 	-18.14657329 -0.00053475 -0.00001164	-18.14657329 -0.00089684 -0.00002122 	-18.14657329 -0.00259012 -0.00006602 
-18.12156078 -0.00094802 -0.00002262 	-18.12156078 -0.00053573 -0.00001168	-18.12156078 -0.00089862 -0.00002130 	-18.12156078 -0.00259562 -0.00006628 
-18.09654827 -0.00094991 -0.00002271 	-18.09654827 -0.00053668 -0.00001172	-18.09654827 -0.00090038 -0.00002138 	-18.09654827 -0.00260116 -0.00006656 
-18.07153577 -0.00095180 -0.00002279 	-18.07153577 -0.00053768 -0.00001176	-18.07153577 -0.00090218 -0.00002146 	-18.07153577 -0.00260672 -0.00006682 
-18.04652326 -0.00095371 -0.00002289 	-18.04652326 -0.00053868 -0.00001183	-18.04652326 -0.00090398 -0.00002156 	-18.04652326 -0.00261228 -0.00006708 
-18.02151076 -0.00095562 -0.00002297 	-18.02151076 -0.00053964 -0.00001186	-18.02151076 -0.00090576 -0.00002164 	-18.02151076 -0.00261788 -0.00006736 
-17.99649825 -0.00095753 -0.00002306 	-17.99649825 -0.00054065 -0.00001190	-17.99649825 -0.00090758 -0.00002172 	-17.99649825 -0.00262350 -0.00006764 
-17.97148574 -0.00095946 -0.00002316 	-17.97148574 -0.00054165 -0.00001197	-17.97148574 -0.00090940 -0.00002182 	-17.97148574 -0.00262914 -0.00006790 
-17.94647324 -0.00096139 -0.00002325 	-17.94647324 -0.00054264 -0.00001200	-17.94647324 -0.00091122 -0.00002190 	-17.94647324 -0.00263482 -0.00006818 
-17.92146073 -0.00096333 -0.00002335 	-17.92146073 -0.00054364 -0.00001204	-17.92146073 -0.00091304 -0.00002198 	-17.92146073 -0.00264050 -0.00006846 
-17.89644822 -0.00096528 -0.00002343 	-17.89644822 -0.00054463 -0.00001211	-17.89644822 -0.00091486 -0.00002208 	-17.89644822 -0.00264622 -0.00006872 
-17.87143572 -0.00096723 -0.00002352 	-17.87143572 -0.00054566 -0.00001214	-17.87143572 -0.00091672 -0.00002216 	-17.87143572 -0.00265194 -0.00006902 
-17.84642321 -0.00096921 -0.00002362 	-17.84642321 -0.00054668 -0.00001218	-17.84642321 -0.00091858 -0.00002224 	-17.84642321 -0.00265772 -0.00006928 
-17.82141071 -0.00097116 -0.00002371 	-17.82141071 -0.00054768 -0.00001224	-17.82141071 -0.00092042 -0.00002234 	-17.82141071 -0.00266350 -0.00006958 
-17.79639820 -0.00097315 -0.00002381 	-17.79639820 -0.00054872 -0.00001228	-17.79639820 -0.00092230 -0.00002242 	-17.79639820 -0.00266930 -0.00006986 
-17.77138569 -0.00097513 -0.00002390 	-17.77138569 -0.00054973 -0.00001234	-17.77138569 -0.00092416 -0.00002252 	-17.77138569 -0.00267512 -0.00007014 
-17.74637319 -0.00097713 -0.00002401 	-17.74637319 -0.00055076 -0.00001237	-17.74637319 -0.00092604 -0.00002260 	-17.74637319 -0.00268098 -0.00007042 
-17.72136068 -0.00097913 -0.00002409 	-17.72136068 -0.00055179 -0.00001243	-17.72136068 -0.00092792 -0.00002270 	-17.72136068 -0.00268686 -0.00007072 
-17.69634817 -0.00098114 -0.00002419 	-17.69634817 -0.00055281 -0.00001247	-17.69634817 -0.00092980 -0.00002278 	-17.69634817 -0.00269276 -0.00007100 
-17.67133567 -0.00098317 -0.00002429 	-17.67133567 -0.00055387 -0.00001253	-17.67133567 -0.00093172 -0.00002288 	-17.67133567 -0.00269868 -0.00007130 
-17.64632316 -0.00098519 -0.00002438 	-17.64632316 -0.00055490 -0.00001258	-17.64632316 -0.00093362 -0.00002298 	-17.64632316 -0.00270464 -0.00007160 
-17.62131066 -0.00098722 -0.00002449 	-17.62131066 -0.00055596 -0.00001262	-17.62131066 -0.00093554 -0.00002306 	-17.62131066 -0.00271062 -0.00007190 
-17.59629815 -0.00098927 -0.00002459 	-17.59629815 -0.00055701 -0.00001267	-17.59629815 -0.00093746 -0.00002316 	-17.59629815 -0.00271660 -0.00007220 
-17.57128564 -0.00099131 -0.00002469 	-17.57128564 -0.00055807 -0.00001273	-17.57128564 -0.00093940 -0.00002326 	-17.57128564 -0.00272264 -0.00007250 
-17.54627314 -0.00099338 -0.00002479 	-17.54627314 -0.00055913 -0.00001279	-17.54627314 -0.00094134 -0.00002336 	-17.54627314 -0.00272868 -0.00007280 
-17.52126063 -0.00099545 -0.00002488 	-17.52126063 -0.00056022 -0.00001282	-17.52126063 -0.00094330 -0.00002344 	-17.52126063 -0.00273474 -0.00007310 
-17.49624812 -0.00099752 -0.00002499 	-17.49624812 -0.00056127 -0.00001288	-17.49624812 -0.00094524 -0.00002354 	-17.49624812 -0.00274084 -0.00007340 
-17.47123562 -0.00099961 -0.00002509 	-17.47123562 -0.00056236 -0.00001293	-17.47123562 -0.00094722 -0.00002364 	-17.47123562 -0.00274698 -0.00007372 
-17.44622311 -0.00100169 -0.00002520 	-17.44622311 -0.00056342 -0.00001296	-17.44622311 -0.00094918 -0.00002372 	-17.44622311 -0.00275314 -0.00007402 
